id	smiles	Carbon	Cyclic nitrogen	Heavy atoms	Acyclic double bonds	Cyclic single bonds	Cyclic double bonds	H-bond acceptor sites	H-bond acceptor atoms	Cyclic divalent nodes	Cyclic trivalent nodes	n
mol1610	CN1N=CC(O)C2CCCC1CC2	10	2	13	0	11	1	4	3	7	4	4.70
mol1611	CCC12CC3C1C1CN3C(C)C1N2	11	2	13	0	13	0	2	2	3	6	5.12
mol1612	CCCNC(=N)C1=C(C)CC=CC1	11	0	13	1	4	2	2	2	4	2	4.39
mol1613	COC1=C2C3OC3(C)C(=O)C2=NS1	8	1	13	1	9	2	7	4	3	5	4.03
mol1614	CN1C2CCC2CCC2CC12C	11	1	12	0	12	0	1	1	5	4	5.27
mol1615	CC(=CN(N)C=NCC=C)C(O)=O	8	0	13	4	0	0	7	5	0	0	4.06
mol1616	CC1CC11COC(=C)C2C(C)C12N	11	0	13	1	11	0	3	2	3	4	4.76
mol1617	ON=CC1=CC2CNC3C(O1)C23	8	1	12	1	10	1	6	4	4	5	3.92
mol1618	CCNN1C(=C)C(N)CON=C1C	8	2	13	1	6	1	6	5	3	4	4.18
mol1619	CN(C)C1C2C=C(C)C(C2=C)C1=O	11	0	13	2	7	1	3	2	1	6	4.02
mol1620	CC1=CC(=CC(C)(N)C1N)C1CC1	11	0	13	0	7	2	2	2	4	4	3.93
mol1621	CC1(C)NC(C(O)CO)C1OC=O	8	1	13	1	4	0	9	5	1	2	4.66
mol1622	CC1=C(CC(O)C(N)=N)OCC1=C	9	0	13	2	4	1	6	4	2	3	3.93
mol1623	CC1(C2CO2)C(NC=O)C2CN1C2	9	1	13	1	10	0	6	4	4	4	4.88
mol1624	C=C(C1CN1)C1CCC1C=CC#C	12	1	13	2	7	0	1	1	4	3	3.96
mol1625	O=CC(CC(=O)C#C)=CC#C	9	0	11	3	0	0	4	2	0	0	4.03
mol1626	C1C2N3CC4(CNCC124)NCCC3	10	3	13	0	16	0	3	3	9	2	4.58
mol1627	NCC1(N)C2CC(C=CN)=NNC12	8	2	13	1	7	1	5	5	3	3	3.96
mol1628	OCC=C1C(OCOC1=C)C=C	9	0	12	3	6	0	6	3	3	3	4.28
mol1629	CCCN1C2C(C)C1C(=O)C2CC	11	1	13	1	7	0	3	2	0	6	4.33
mol1630	COC(=C)C(N)CC1(C)NC1C	9	1	12	1	3	0	4	3	1	1	4.87
mol1631	CC1=CC(N)C(N)(CNCC#C)C1	10	0	13	0	4	1	3	3	2	2	4.59
mol1632	ONC(=S)N1N=CC2=C1C(=C)OC2	7	2	13	2	7	2	7	5	4	4	3.70
mol1633	CC(=C)N1NC=NC2=CCNN=C12	8	5	13	1	8	3	5	5	7	3	3.66
mol1634	C=CC1=C(OCONC(=N)C1)C#N	8	1	13	2	7	1	7	5	5	3	3.92
mol1635	CNC1(C=O)C2CC(=C)C=CC1N2	10	1	13	2	8	1	4	3	4	3	3.66
mol1636	CC(N)(CN)C=CC1=CC(O)CO1	9	0	13	1	4	1	6	4	3	2	3.92
mol1637	CC1(C)C=C(C(=O)C=CN)C(N)=N1	9	1	13	2	3	2	5	4	2	2	3.73
mol1638	O=CC(=O)C1OC1C1=COCC1	8	0	12	2	7	1	8	4	5	3	3.19
mol1639	C1C23CNCC12OCCC=NNC3	9	3	13	0	14	1	5	4	11	0	4.29
mol1640	CN=C1NNCC(CC(C)=C)C1=C	10	2	13	3	6	0	3	3	3	3	4.15
mol1641	NN=C(CC1C2CCC=NN12)C#C	9	2	13	1	7	1	4	4	4	3	4.02
mol1642	CC1ON=C(CC2(C)CCC2)C1=C	11	1	13	1	8	1	3	2	5	3	4.19
mol1643	CNCCOC1=NC(=N)OC1=O	6	1	12	2	4	1	9	6	2	3	4.02
mol1644	CC1(CO)OC=C2C3C(O)C3NC12	9	1	13	0	10	1	7	4	3	5	4.53
mol1645	C=CC(CON=C1CCOC1)C#C	10	0	13	2	5	0	5	3	4	1	4.64
mol1646	CC#CC1C2NN=CC1C(=C2)C#C	11	2	13	0	7	2	2	2	4	4	3.64
mol1647	CCN1C2CC=CC(C)(OC)C12	10	1	12	0	7	1	3	2	3	3	4.64
mol1648	CC12COC3CC3(O)C(N)C1C2O	9	0	13	0	11	0	7	4	3	4	5.10
mol1649	C=CC1(ON=CCC2(CC2)O1)C=C	10	1	13	2	9	1	5	3	7	0	4.60
mol1650	CN(CC(=C)CN)C1=CC=C(O)S1	9	0	13	1	3	2	4	3	3	2	4.12
mol1651	CC1CNC2C(C1)C=C(C)C2N	10	1	12	0	9	1	2	2	4	5	4.95
mol1652	CCC1NC2C(NC3CC13)C2(C)N	10	2	13	0	11	0	3	3	3	5	5.02
mol1653	CCC1(C)C(O)CC2CNCC12N	10	1	13	0	9	0	4	3	4	2	5.24
mol1654	CC1(CC(N)C1C#CC=C)OC=O	10	0	13	2	4	0	5	3	1	2	4.16
mol1655	C(C1CN1)C1=C2CCNC2=NNC1	9	4	13	0	11	2	4	4	8	4	3.91
mol1656	CC(C)CNN1C=C(O)N=CC1=N	8	2	13	1	3	3	6	5	3	3	3.62
mol1657	CNC1C=C(C)C(=C1C)S(C)(=O)=O	9	0	13	2	3	2	5	3	1	4	4.10
mol1658	C=CC1=NOCCCC(CC1)C#C	11	1	13	1	8	1	3	2	7	2	4.07
mol1659	CC1OC1(C)CNC1C=CCC1O	10	0	13	0	7	1	5	3	4	3	4.84
mol1660	CC(C#N)C(C)C1OCCCC=C1	11	0	13	0	6	1	3	2	6	1	5.13
mol1661	CC1OC1C(C)(N)C(=O)NC=O	7	0	12	2	3	0	8	5	1	2	4.49
mol1662	CC(C#N)=C1C2CC2CCC2NC12	11	1	13	1	11	0	2	2	4	5	4.25
mol1663	CNC1(CC(C)C#C)C(N)C1O	9	0	12	0	3	0	4	3	0	2	4.91
mol1664	CCNC1=CN(C)C(=C1)C(=C)C#N	10	1	13	1	3	2	3	3	2	3	3.51
mol1665	CC1OC=C(NC=N)C1(C)CC#N	9	0	13	1	4	1	5	4	2	2	4.56
mol1666	CCN(C)C(CC1CCO1)=NC	9	0	12	1	4	0	4	3	3	1	4.77
mol1667	CC1COC(=C)C2OC2C=C1CN	10	0	13	1	9	1	5	3	4	5	4.51
mol1668	CC1C(O)CC1C1COCC1N	9	0	12	0	9	0	5	3	4	5	5.38
mol1669	CC=CC1C(CN)C2NCC3C2N13	10	2	13	1	10	0	3	3	2	6	4.55
mol1670	CN1CC1CC(C(C)=O)C1(C)CO1	10	1	13	1	6	0	5	3	3	2	4.39
mol1671	CC1CC2NCCC(O)(C3CN3)C12	10	2	13	0	12	0	4	3	6	4	5.26
mol1672	CNS(=O)(=O)C12CC(O)(C1)C(=O)N2	6	1	13	3	7	0	10	6	3	1	5.17
mol1673	CC1NN=C2CCON2C1(C)C=O	8	3	13	1	9	1	7	5	5	3	3.90
mol1674	CC1=NNCC=CCC1O	7	2	10	0	6	2	4	3	6	2	4.43
mol1675	CC1=CC(N)C=NN2C=NC=C2C1	9	3	13	0	8	4	4	4	7	4	4.17
mol1676	CNC1=C(C#N)C2C(C1)OC2=O	8	0	12	1	7	1	6	4	2	5	4.36
mol1677	C=C1CCC23COC2C=NNC3C1	10	2	13	1	13	1	4	3	8	3	4.45
mol1678	CC(NNC=O)C1CC(C)(C1)C=O	9	0	13	2	4	0	6	4	2	1	4.28
mol1679	CC=CC(=O)C1CC(O)CN1N=C	9	1	13	3	5	0	6	4	2	3	3.65
mol1680	CC(C)=CCCC=C1CNCC1=O	11	1	13	3	5	0	3	2	3	2	3.67
mol1681	CC=CC1CNC(NC(N)=O)=N1	7	2	12	2	4	1	6	5	3	2	4.75
mol1682	CNCC1=CC(=COC1)C1CC1	10	0	12	0	7	2	3	2	6	3	4.08
mol1683	CC(C)=C1OC(CC=NN)C(C)=C1	10	0	13	2	4	1	4	3	2	3	3.83
mol1684	CNCC(=CC(=O)NO)C1CN1	7	1	12	2	3	0	7	5	2	1	3.75
mol1685	C1CC11CC2C3NCC3NN=C2O1	9	3	13	0	15	1	5	4	8	4	4.71
mol1686	C=C1CC2(CN2)CC(=O)C=C1	9	1	11	2	9	1	3	2	6	2	3.92
mol1687	N=CNC1CN2C1=CC1=C2SN=C1	8	2	13	1	8	4	4	4	5	5	4.23
mol1688	CCC1CC(=CC(N)=N)C(=O)NN1	8	2	13	3	6	0	6	5	3	3	3.75
mol1689	CC1CN2CC1OC1CC(O)C1C2	10	1	13	0	13	0	5	3	5	6	5.34
mol1690	CCOCC1(C)CC2(N)C=CCC12	11	0	13	0	7	1	3	2	4	1	4.86
mol1691	CCC(C)=C1OC2CC1C2(O)C#N	10	0	13	1	7	0	5	3	2	3	4.70
mol1692	CC1=C(C2CN2C1)C1CC=CC1	11	1	12	0	10	2	1	1	6	5	4.62
mol1693	CC(C=C)=C1CC(N)C=NNC1=N	9	2	13	3	6	1	4	4	4	3	3.62
mol1694	CC(=CC1=NN=CN1CC=C)C#C	10	3	13	2	3	2	3	3	3	2	3.88
mol1695	CC(O)C(NN=C)C(CO)NC=O	7	0	13	2	0	0	9	6	0	0	4.65
mol1696	CC=NNC1=CC=NC(=N1)N1CC1	8	3	13	1	6	3	5	5	6	3	3.98
mol1697	CNNC(=N)C1(CC#C)CC=CC1	10	0	13	1	4	1	3	3	4	0	4.71
mol1698	CC1(C)C2CC3=CC(=N)N=CN3C12	10	2	13	1	9	3	3	3	4	5	4.15
mol1699	CC1CCC2(CC(O)C=C2)N1C	10	1	12	0	9	1	3	2	5	3	4.82
mol1700	CC12CC3CCC1(CC=CC23)C#N	12	0	13	0	11	1	1	1	6	2	4.93
mol1701	CN(C)C1CCC2NC12CC(C)=C	11	1	13	1	7	0	2	2	3	2	4.65
mol1702	C=C1CCCC=C2C3CN3C(=O)C12	11	1	13	2	12	1	3	2	5	6	4.38
mol1703	CC12CC(C1)(C#C)C(=C)COC2	11	0	12	1	9	0	2	1	5	1	4.98
mol1704	CC12COCC3CNC1(CC23)C#N	10	1	13	0	12	0	4	3	6	2	5.06
mol1705	CC(C#C)(C(N)=N)C(O)(CN)C=C	9	0	13	2	0	0	5	4	0	0	4.76
mol1706	NCC1OC(C=C)=COCC1=C	9	0	12	2	6	1	5	3	4	3	4.14
mol1707	CCCC1(C)C2C=CC1C(=O)N2O	10	1	13	1	7	1	5	3	2	4	4.66
mol1708	C=C1C=CC=COCC2=NC1=CS2	10	1	13	1	9	4	3	2	9	3	3.76
mol1709	CNC1C(C)C2C(=O)OCC12CN	9	0	13	1	8	0	6	4	2	4	4.79
mol1710	CC1=CC(C2CNC2)C(=C)CO1	10	1	12	1	9	1	3	2	6	4	4.39
mol1711	CC(C#N)C(=O)C1=C(N)C2CC1C2	10	0	13	1	6	1	4	3	2	4	4.18
mol1712	CCC1CC2CC1C(=CC)C2=C	12	0	12	2	8	0	0	0	2	5	4.35
mol1713	C#CCC12CC3C4CN3C1CNC24	11	2	13	0	13	0	2	2	4	5	5.07
mol1714	CCC1(N)C2OC1C1(CO)CC21N	9	0	13	0	9	0	6	4	2	2	5.18
mol1715	CC1CNN(CC(C=C)C1N)C=O	9	2	13	2	7	0	5	4	3	4	4.71
mol1716	CC12CC3(CCN)C4C3C1CC24	11	0	12	0	11	0	1	1	2	4	5.80
mol1717	CC1CC23OCC4CC24C1ON=C3	10	1	13	0	14	1	5	3	7	3	4.86
mol1718	CC(O)CC1CN2C3CC2C1C3C	11	1	13	0	10	0	3	2	2	6	5.52
mol1719	CC1C2OC3OCC2C2CCN2C13	10	1	13	0	15	0	5	3	5	7	5.37
mol1720	CC#CCN(C)C1(CC1N)C1CN1	10	1	13	0	6	0	3	3	3	2	5.12
mol1721	CNC1(C#C)C2OC1C1C2CC1=O	10	0	13	1	10	0	5	3	2	5	4.41
mol1722	CC#CC1C2CC3CNC(C2N)C13	11	1	13	0	11	0	2	2	3	6	5.11
mol1723	CC1CCC2C1C2(C=O)N1CCC1	11	1	13	1	11	0	3	2	5	4	4.26
mol1724	CC1=C2CC=NN2C=C1N1CC1	9	3	12	0	9	3	3	3	6	5	3.91
mol1725	C=CC1N2N=COC(=O)C2=NC1=O	7	3	13	3	8	2	9	6	4	5	3.80
mol1726	CC=COC=CC(=C)C1=CC=NS1	10	1	13	3	3	2	3	2	4	1	3.55
mol1727	CCN(C)CCCCCN(C)C=O	10	0	13	1	0	0	4	3	0	0	4.73
mol1728	CNC12CNC3C(C=C1)C3C2C=C	11	1	13	1	10	1	2	2	4	4	4.38
mol1729	CC(=C)OC1(CC1)C1CCOC1	10	0	12	1	8	0	4	2	6	1	5.17
mol1730	CCC1=C(OCC1)C=NN1CC1C	10	1	13	1	7	1	4	3	4	4	3.77
mol1731	CCC1C=CC2(CNCC=C)CN12	11	1	13	1	6	1	2	2	3	2	4.41
mol1732	COCC1C2C3NC3C(=N)N12	7	2	11	1	9	0	5	4	1	6	4.74
mol1733	CC(=O)C(C=NO)=C1OCC2CN12	8	1	13	3	7	0	8	5	3	3	3.98
mol1734	CC1CC(C)C(CCC2CN2)C1O	11	1	13	0	8	0	3	2	3	5	5.37
mol1735	CC1CN(C1)NC1=NCC(C)O1	8	2	12	0	8	1	5	4	5	4	5.08
mol1736	CC1=COC2=NOC(C2)CC#C1	9	1	12	0	9	2	5	3	8	3	4.40
mol1737	CC12CCN1CC1NC2C=C1C#N	10	2	13	0	11	1	3	3	5	4	3.95
mol1738	CNC1=C(OC(C)C)N=CS1	7	1	11	0	3	2	4	3	3	2	4.15
mol1739	CC(=N)N1CC1C1=NN=CC1=CO	8	3	13	2	6	2	6	5	4	4	3.68
mol1740	CCC(O)C=CCC(=C)C=NN=C	10	0	13	4	0	0	4	3	0	0	3.78
mol1741	C1OC2CCCCCCCNC12	10	1	12	0	13	0	3	2	10	2	5.55
mol1742	CC1CC23CC=CC(=NN)C2(C1)O3	10	0	13	1	11	1	4	3	6	2	4.14
mol1743	CC1(C2CN1CCC2=O)S(N)(=O)=O	7	1	13	3	8	0	8	5	3	3	4.61
mol1744	NC1CC2(CC1O2)C(=N)NC(N)=S	7	0	13	2	7	0	6	5	3	2	4.29
mol1745	CC1CC23C=NOC2(CC3N)C1O	9	1	13	0	11	1	6	4	5	3	4.60
mol1746	C=CC12CC(N1)(C=C)C1=C2CCC1	12	1	13	2	10	1	1	1	5	2	4.55
mol1747	CNN1C=NC2CC(N)C(C)=C12	8	2	12	0	7	2	4	4	3	5	4.37
mol1748	OC1CC(CC2CN2)N2CCC12	9	2	12	0	11	0	4	3	5	5	5.28
mol1749	CN(C)C1C=CC2=C1N(O)C=C2O	9	1	13	0	6	3	6	4	3	5	4.13
mol1750	O=C1OCC1C1=CC(CC1)C#N	9	0	12	1	8	1	5	3	5	4	4.92
mol1751	CC(C)C1(C)CN=CN(C)C=NN1	9	4	13	0	6	2	4	4	6	1	4.42
mol1752	C=CC1CCCN(N=C)C(=O)O1	8	1	12	3	7	0	6	4	4	3	4.61
mol1753	NC1=C2CC=CN2C2=C1CC1CN21	10	2	13	0	12	3	3	3	5	7	3.99
mol1754	CC(=C)N(C=N)N1CC1CN1CC1	9	2	13	2	6	0	4	4	3	3	4.41
mol1755	CC=NN=C1NC2(CO)CC2C1O	8	1	13	2	7	0	7	5	2	3	4.32
mol1756	CNN=CC(C#C)N(C)N=C	7	0	11	2	0	0	4	4	0	0	4.20
mol1757	CCNNC(=O)C(CC)C(=N)NO	7	0	13	2	0	0	8	6	0	0	4.70
mol1758	NNC(=O)C(OC(=O)C#C)C=C	7	0	12	3	0	0	8	5	0	0	4.44
mol1759	CC(=N)N1CC1(C)CCNCCN	9	1	13	1	3	0	4	4	1	1	4.61
mol1760	COC1=CCC(C)C=C1NC=O	9	0	12	1	4	2	5	3	3	3	4.00
mol1761	CC1C2N1C(C)C(=O)OC=C2C=C	10	1	13	2	8	1	5	3	2	6	4.02
mol1762	CC12CC3C=COC(C)(CN3C1)O2	10	1	13	0	12	1	5	3	7	2	4.70
mol1763	CC(C1NCC2C1N2C)C(C)=NO	9	2	13	1	7	0	5	4	2	4	4.65
mol1764	CC(CO)C1=CC2C3C1N2CC3=O	10	1	13	1	9	1	5	3	2	6	4.12
mol1765	C#CC1C2C=CC3(CC3C#N)CN12	11	1	13	0	10	1	2	2	4	4	4.36
mol1766	CC(C)C1(NC(C)(C=C)C1O)C#N	10	1	13	1	4	0	4	3	1	1	5.01
mol1767	CC12CNC3(COC(C=C1)C23)C#C	11	1	13	0	11	1	3	2	6	2	4.46
mol1768	CC1(CC(O1)C#C)C1=NSC=C1	9	1	12	0	7	2	3	2	6	2	4.60
mol1769	CC(C1CC1N)=C1CCC2CCC12	12	0	13	1	11	0	1	1	5	5	4.59
mol1770	CC12CC3C(CCC3(CN)CN1)=C2	11	1	13	0	11	1	2	2	6	2	4.61
mol1771	CC1NC(=N)CC2CC2CCC#C1	11	1	13	1	11	0	2	2	7	4	5.04
mol1772	CC1CC2(CC3(CCN3)CN2)C1=O	10	2	13	1	13	0	4	3	7	2	4.02
mol1773	NNS(=O)(=O)C(=CNCC=C)C#C	7	0	13	4	0	0	7	5	0	0	4.09
mol1774	CC1=NC2COC(ON1)C2CC#C	9	2	13	0	9	1	6	4	5	4	4.52
mol1775	CN1C2CC2CC11CCC(O)C1O	10	1	13	0	12	0	5	3	4	5	4.86
mol1776	CCC1=CCC(C1)OC1CC1O	10	0	12	0	7	1	4	2	4	4	4.86
mol1777	CCC12NC1C(C)C1(C)NC1C2C	11	2	13	0	10	0	2	2	2	4	5.20
mol1778	NC1C2OS(=O)(=O)C(N)C2C1C=C	7	0	13	3	8	0	8	5	1	5	4.40
mol1779	CC1COCCC#CC(=N)NOC1	9	1	13	1	10	0	6	4	9	2	4.19
mol1780	CC1C=NN=CN(N)CC=C1CO	8	3	13	0	6	3	6	5	6	3	4.30
mol1781	CCC(CNCC#N)NNC=NO	7	0	13	1	0	0	7	6	0	0	4.68
mol1782	CN(O)C1=NCC23CC2C=NN13	7	3	12	0	9	2	6	5	5	3	4.45
mol1783	CC(CC(=C)C1CN(C)C=N1)C#N	10	2	13	1	4	1	3	3	3	2	4.91
mol1784	CN1C2CC2(N)C23CC2CC=CC13	11	1	13	0	13	1	2	2	5	4	4.03
mol1785	CC1C(C)C11OCCCCCO1	10	0	12	0	11	0	4	2	7	2	5.80
mol1786	CNC1CC(N)(C=CC1C#C)C#C	11	0	13	0	5	1	2	2	3	2	4.58
mol1787	C=C1CC2(CO1)OCC1=C2ON=C1	9	1	13	1	12	2	7	4	8	3	4.30
mol1788	CC1CC(=C)CC2CC1C1CN21	11	1	12	1	12	0	1	1	4	6	4.92
mol1789	C=CC1ON(C2CC2)C(=O)C1C#C	10	1	13	2	8	0	5	3	3	5	4.76
mol1790	NC1C2C3OC4C1C2C1CN1C34	9	1	12	0	15	0	4	3	2	9	5.24
mol1791	CN(CC=CCC=NN=C)NC=O	8	0	13	4	0	0	6	5	0	0	3.86
mol1792	CCCC(OC1(C)CC1)C(O)CN	10	0	13	0	3	0	5	3	2	0	5.47
mol1793	CCC1=COCC(C)(CC)CNC1	11	1	13	0	7	1	3	2	6	1	4.83
mol1794	CC1NC2(CC1(C)N)C=CC=C2	10	1	12	0	8	2	2	2	6	1	3.93
mol1795	CCC(CN)=C(C)CCCCNC	11	0	13	1	0	0	2	2	0	0	4.49
mol1796	CC1(CCCC=NN1CC=C)C#C	11	2	13	1	6	1	2	2	5	1	4.58
mol1797	CC(O)C1N2CC(=C)CC2CC1=C	11	1	13	2	9	0	3	2	3	5	4.59
mol1798	C1CC2CC3NN=CNCC3=C2C1	10	3	13	0	13	2	3	3	9	4	4.22
mol1799	CC1(OCC1C1=NNCCC1)C#N	9	2	13	0	9	1	5	4	7	2	4.81
mol1800	CC12CC1CC1(C2)NC11CCNC1	11	2	13	0	15	0	2	2	8	1	5.53
mol1801	N=C1NC=NC=CC2CC2N1	7	3	11	1	9	2	4	4	7	3	4.46
mol1802	CC(N)CN=C(NC(C)=N)C#C	8	0	12	2	0	0	4	4	0	0	4.19
mol1803	CC1NC(CC#N)C2NC2C1=O	8	2	12	1	8	0	5	4	2	5	4.66
mol1804	COC(=O)C1C(C)CC=C1OC	9	0	12	1	4	1	6	3	2	3	4.68
mol1805	CC1=C2C(=O)N(O)C(=C)C2=CC1=C	10	1	13	3	7	2	5	3	1	7	3.19
mol1806	CCCC12CN1C1CC1NC2=O	9	2	12	1	10	0	4	3	3	4	4.90
mol1807	NC12CCC3CC(C13)C(=N)NC2=N	9	1	13	2	12	0	4	4	4	5	4.69
mol1808	CC1C2C=CC3CC(CC1C#N)C23	12	0	13	0	11	1	1	1	4	6	5.04
mol1809	C=C1C2OC3C4CN(C24)C13CC=O	10	1	13	2	12	0	5	3	2	6	4.27
mol1810	CCC=NN1C=CC2=C1NC(N)=N2	8	3	13	1	5	4	5	5	4	4	3.83
mol1811	CC1=CC2OCC2C2=COC(=O)N12	9	1	13	1	10	3	7	4	5	6	4.33
mol1812	CC1CC2NC(C2C1)C1=CNC=C1	11	2	13	0	11	2	2	2	7	5	4.99
mol1813	CCC=NN=C(CCC=CC)NN	9	0	13	3	0	0	4	4	0	0	4.24
mol1814	CC1ON=C2C3CC(C=C3C=O)C12	10	1	13	1	10	2	5	3	4	6	3.85
mol1815	CC1=C2C(ONC2=O)C2CC2CN1	9	2	13	1	12	1	6	4	5	6	4.19
mol1816	CC1=CC(O)(CO1)C1(C)CCC1N	10	0	13	0	8	1	5	3	5	2	4.71
mol1817	NC1CC(N2CC2)C2=NN=CN=C12	8	4	13	0	10	3	5	5	7	5	3.60
mol1818	COC1C=NOC11C2OC1C=C2	8	1	12	0	10	2	7	4	6	3	4.56
mol1819	C1CC(N1)C12CCC3C(O1)C3O2	9	1	12	0	14	0	5	3	7	4	5.24
mol1820	CC(C=C)C(C=O)=C(C)N(O)C=O	9	0	13	4	0	0	7	4	0	0	3.77
mol1821	C=CC1=CNC(OC(=N)NC=N)=C1	8	1	13	3	3	2	6	5	3	2	4.21
mol1822	CC(N)C(=N)NC(=O)C#CC1CN1	8	1	13	2	3	0	6	5	2	1	4.04
mol1823	CC1OC1C#CC1OC(=N)NC1C	9	1	13	1	8	0	6	4	3	5	4.78
mol1824	NC12C3C4C=CC(C5C1CNC25)N34	10	2	13	0	15	1	3	3	4	7	4.15
mol1825	CCC1C2N(CC)CC(C1=C)C2=O	11	1	13	2	8	0	3	2	1	6	4.03
mol1826	C1NCC2OC1C=CC1OC21	8	1	11	0	12	1	5	3	7	4	4.17
mol1827	C=CC1=NNC(C#C)C#CC=CC1	11	2	13	1	6	2	2	2	7	2	3.69
mol1828	C=CC1(C=O)C2CNC(=O)C(=O)C12	9	1	13	4	8	0	7	4	2	4	3.86
mol1829	C#CC12CC=CC11CN3CC1C3C2	12	1	13	0	13	1	1	1	6	3	4.94
mol1830	CC(CNCCC(O)=O)C1CNC1	9	1	13	1	4	0	6	4	3	1	4.97
mol1831	CCN1CCC2NC2C(=O)C2CC12	10	2	13	1	12	0	4	3	4	6	4.11
mol1832	CN1C2CN(C2)C2=CC(C)=NN12	8	4	12	0	10	2	4	4	4	6	4.85
mol1833	CC(C)C1(N)CNC1COCCN	9	1	13	0	4	0	5	4	2	1	4.95
mol1834	NC1CCC2(CO)C=COC2=C1	9	0	12	0	8	2	5	3	6	2	4.46
mol1835	CC1(N)C(C(O)CN)C1(N)C1CO1	8	0	13	0	6	0	7	5	2	2	5.02
mol1836	C=C1CC2CC3NC2(C1)C1NCC31	11	2	13	1	15	0	2	2	6	5	4.70
mol1837	C=COC1ON=CC2OCOCC12	8	1	13	1	10	1	9	5	7	3	4.60
mol1838	CCC1(OC=CC1N)C(=O)N(C)O	8	0	13	1	4	1	8	5	3	1	4.83
mol1839	CC1(C)CC(C#N)C(CNN=C)=C1	10	0	13	1	4	1	3	3	2	2	4.79
mol1840	CC#CC(C)(N)C1N=CN(O)C1=N	8	2	13	1	4	1	6	5	2	3	4.34
mol1841	CC=C1CNC(CN2CCC=N2)C1	10	3	13	1	9	1	3	3	7	3	4.24
mol1842	C=C1CON=COC2CCNC2C1	9	2	13	1	12	1	6	4	9	3	4.33
mol1843	CC1C=CC2(O)C(C=O)=NNC2=N1	8	3	13	1	7	3	7	5	5	3	3.83
mol1844	CCC(=C)C1(O)C2CC(C)(C2)C1N	11	0	13	1	7	0	3	2	2	2	4.88
mol1845	CC1C(C=C)N1N=CC1CC(=O)C1	10	1	13	3	7	0	4	3	2	5	4.04
mol1846	CN1C2CC1C(C)(O)CC#CC#C2	11	1	13	0	9	0	3	2	6	3	4.00
mol1847	CC1=CC=CC2ON=C3OCC1C23	10	1	13	0	11	3	5	3	7	5	4.21
mol1848	CCC(C)N(C)C1CC1(CO)C#N	10	0	13	0	3	0	4	3	1	1	5.10
mol1849	CCC(C=CCC=O)C(=NO)C#C	10	0	13	3	0	0	5	3	0	0	4.07
mol1850	CC1CCCC2(CC#N)CC12CO	11	0	13	0	8	0	3	2	4	1	5.48
mol1851	CN(C1CC1)C1CC1CONC=O	9	0	13	1	6	0	6	4	3	3	4.69
mol1852	CC1=C(N)C(CCCON=C)=CO1	9	0	13	1	3	2	6	4	2	3	4.17
mol1853	NC(=S)NOC12CC(O)C1C=CO2	7	0	13	1	7	1	8	5	4	2	4.03
mol1854	CC1CCC(CO)N(C)C1CCN	10	1	13	0	6	0	4	3	2	4	4.95
mol1855	CN1N=CC=NC(=O)C1=C(C)C=O	8	3	13	3	5	2	7	5	4	3	3.52
mol1856	CN1C=C2NC(=O)C2=C1CC#N	8	2	12	1	6	2	5	4	2	5	4.36
mol1857	CNC1CNN=C(OC=O)C1OC	7	2	13	1	5	1	9	6	3	3	4.56
mol1858	C=CC1CC2(C=C)C3NC(=O)C2C13	11	1	13	3	10	0	3	2	2	5	4.91
mol1859	CN(C)C(C#CC=O)C(C)=CC#C	11	0	13	2	0	0	3	2	0	0	3.61
mol1860	CCC1C2NC1C#CCOC=C2	10	1	12	0	9	1	3	2	7	3	4.69
mol1861	CC#CC(C#N)C1NC1(C=O)C=O	9	1	13	2	3	0	6	4	1	1	4.10
mol1862	CC1COC1C1(C=COC=C1)C#N	10	0	13	0	8	2	5	3	7	2	4.35
mol1863	CC(C)C(C)C(N)C1N(C)C1(C)C	11	1	13	0	3	0	2	2	0	2	5.29
mol1864	ONC(=N)NC1(CC#N)CC1O	6	0	12	1	3	0	8	6	1	1	5.50
mol1865	CC1C=CC=C1OC1=NSC(C)=N1	9	2	13	0	6	4	4	3	6	4	3.79
mol1866	OCC(=O)C1N=C2SNC=C2C1=C	8	2	13	2	7	2	6	4	4	4	3.60
mol1867	NC1CC1C(=NN=C)N1NCC=C1	8	2	13	2	7	1	5	5	5	3	3.76
mol1868	CC1(N)CCCC2COC(C2)C1=C	11	0	13	1	11	0	3	2	6	3	4.80
mol1869	CC1C2OC2C(CN)C2CC(N)C12	10	0	13	0	11	0	4	3	2	7	5.31
mol1870	CCC(O)(CC)CC1OC1C(C)N	10	0	13	0	3	0	5	3	1	2	5.51
mol1871	CC(N)C(O)CC1CNC(=O)C1N	8	1	13	1	5	0	7	5	2	3	5.04
mol1872	CC1NN=C2C3CCNC3CC2=C1	10	3	13	0	12	2	3	3	7	5	3.87
mol1873	CCC1=C2SC(CO)=C(O)N2N=N1	7	3	13	0	5	4	7	5	3	5	4.20
mol1874	CC1=CCC(=CC(C)(C)N)C1N	10	0	12	1	4	1	2	2	2	3	4.53
mol1875	CCC12C(N)C1NC1C(C#C)C21N	10	1	13	0	9	0	3	3	1	4	4.83
mol1876	CC=C1OCC2CN3CC=CC123	10	1	12	1	11	1	3	2	6	3	4.45
mol1877	CN1CC(=O)OC(=NC=N1)N1CC1	7	4	13	1	9	2	8	6	7	4	3.98
mol1878	CC#CC1OCC1C(C=O)C=O	9	0	12	2	4	0	6	3	2	2	3.87
